"Id конкурса";"Обр. программы";"Комментарий к конкурсу";"Код НПС/УГСН";"Доп.параметры"
367829;"93061 - Государственное управление и отраслевые политики";"25\90553\1 ЦК очн_Государственное управление и отраслевые политики";"05.05.2003";
367830;"93061 - Государственное управление и отраслевые политики";"25\90553\1 ДОГ очн_Государственное управление и отраслевые политики";"05.05.2003";
367831;"93062 - Международные отношения, глобальные и региональные исследования";"25\90554\1 ГБ очн_Международные отношения, глобальные и региональные исследования";"05.05.2004";
367832;"93062 - Международные отношения, глобальные и региональные исследования";"25\90554\1 ЦК очн_Международные отношения, глобальные и региональные исследования";"05.05.2004";
367833;"93062 - Международные отношения, глобальные и региональные исследования";"25\90554\1 ДОГ очн_Международные отношения, глобальные и региональные исследования";"05.05.2004";
367834;"93063 - Отечественная история";"25\90561\1 ГБ очн_Отечественная история";"05.06.2001";
367835;"93063 - Отечественная история";"25\90561\1 ЦК очн_Отечественная история";"05.06.2001";
367836;"93063 - Отечественная история";"25\90561\1 ДОГ очн_Отечественная история";"05.06.2001";
367837;"93064 - Всеобщая история";"25\90562\1 ГБ очн_Всеобщая история";"05.06.2002";
367838;"93064 - Всеобщая история";"25\90562\1 ЦК очн_Всеобщая история";"05.06.2002";
367839;"93064 - Всеобщая история";"25\90562\1 ДОГ очн_Всеобщая история";"05.06.2002";
367840;"93065 - Археология";"25\90563\1 ДОГ очн_Археология";"05.06.2003";
367841;"93066 - Этнология, антропология и этнография";"25\90564\1 ДОГ очн_Этнология, антропология и этнография";"05.06.2004";
367842;"93067 - Историография, источниковедение, методы исторического исследования";"25\90565\1 ГБ очн_Историография, источниковедение, методы исторического исследования";"05.06.2005";
367843;"93067 - Историография, источниковедение, методы исторического исследования";"25\90565\1 ЦК очн_Историография, источниковедение, методы исторического исследования";"05.06.2005";
367844;"93067 - Историография, источниковедение, методы исторического исследования";"25\90565\1 ДОГ очн_Историография, источниковедение, методы исторического исследования";"05.06.2005";
367845;"93068 - История науки и техники";"25\90566\1 ГБ очн_История науки и техники";"05.06.2006";
367846;"93068 - История науки и техники";"25\90566\1 ЦК очн_История науки и техники";"05.06.2006";
367847;"93068 - История науки и техники";"25\90566\1 ДОГ очн_История науки и техники";"05.06.2006";
367848;"93069 - История международных отношений и внешней политики";"25\90567\1 ГБ очн_История международных отношений и внешней политики";"05.06.2007";
367849;"93069 - История международных отношений и внешней политики";"25\90567\1 ЦК очн_История международных отношений и внешней политики";"05.06.2007";
367850;"93069 - История международных отношений и внешней политики";"25\90567\1 ДОГ очн_История международных отношений и внешней политики";"05.06.2007";
367851;"93070 - История философии";"25\90572\1 ГБ очн_История философии";"05.07.2002";
367852;"93070 - История философии";"25\90572\1 ЦК очн_История философии";"05.07.2002";
367853;"93070 - История философии";"25\90572\1 ДОГ очн_История философии";"05.07.2002";
367854;"93071 - Социальная и политическая философия";"25\90577\1 ГБ очн_Социальная и политическая философия";"05.07.2007";
367855;"93071 - Социальная и политическая философия";"25\90577\1 ЦК очн_Социальная и политическая философия";"05.07.2007";
367856;"93071 - Социальная и политическая философия";"25\90577\1 ДОГ очн_Социальная и политическая философия";"05.07.2007";
367857;"93072 - Общая педагогика, история педагогики и образования";"25\90581\1 ГБ очн_Общая педагогика, история педагогики и образования";"05.08.2001";
367858;"93072 - Общая педагогика, история педагогики и образования";"25\90581\1 ЦК очн_Общая педагогика, история педагогики и образования";"05.08.2001";
367859;"93072 - Общая педагогика, история педагогики и образования";"25\90581\1 ДОГ очн_Общая педагогика, история педагогики и образования";"05.08.2001";
367860;"93073 - Теория и методика обучения и воспитания";"25\90582\1 ГБ очн_еория и методика обучения и воспитания";"05.08.2002";
367861;"93073 - Теория и методика обучения и воспитания";"25\90582\1 ЦК очн_еория и методика обучения и воспитания";"05.08.2002";
367862;"93073 - Теория и методика обучения и воспитания";"25\90582\1 ДОГ очн_еория и методика обучения и воспитания";"05.08.2002";
367863;"93074 - Методология и технология профессионального образования";"25\90587\1 ГБ очн_Методология и технология профессионального образования";"05.08.2007";
367864;"93074 - Методология и технология профессионального образования";"25\90587\1 ЦК очн_Методология и технология профессионального образования";"05.08.2007";
367865;"93074 - Методология и технология профессионального образования";"25\90587\1 ДОГ очн_Методология и технология профессионального образования";"05.08.2007";
367866;"93075 - Русская литература и литературы народов Российской Федерации";"25\90591\1 ГБ очн_Русская литература и литературы народов Российской Федерации";"05.09.2001";
367867;"93075 - Русская литература и литературы народов Российской Федерации";"25\90591\1 ЦК очн_Русская литература и литературы народов Российской Федерации";"05.09.2001";
367868;"93075 - Русская литература и литературы народов Российской Федерации";"25\90591\1 ДОГ очн_Русская литература и литературы народов Российской Федерации";"05.09.2001";
367869;"93076 - Литературы народов мира";"25\90592\1 ГБ очн_Литературы народов мира";"05.09.2002";
367870;"93076 - Литературы народов мира";"25\90592\1 ЦК очн_Литературы народов мира";"05.09.2002";
367871;"93076 - Литературы народов мира";"25\90592\1 ДОГ очн_Литературы народов мира";"05.09.2002";
367872;"93077 - Русский язык. Языки народов России";"25\90595\1 ГБ очн_Русский язык. Языки народов России";"05.09.2005";
367873;"93077 - Русский язык. Языки народов России";"25\90595\1 ЦК очн_Русский язык. Языки народов России";"05.09.2005";
367874;"93077 - Русский язык. Языки народов России";"25\90595\1 ДОГ очн_Русский язык. Языки народов России";"05.09.2005";
367875;"93078 - Языки народов зарубежных стран";"25\90596\1 ГБ очн_Языки народов зарубежных стран";"05.09.2006";
367876;"93078 - Языки народов зарубежных стран";"25\90596\1 ЦК очн_Языки народов зарубежных стран";"05.09.2006";
367877;"93078 - Языки народов зарубежных стран";"25\90596\1 ДОГ очн_Языки народов зарубежных стран";"05.09.2006";
367878;"93079 - Теоретическая, прикладная и сравнительно-сопоставительная лингвистика";"25\90598\1 ГБ очн_Теоретическая, прикладная и сравнительно-сопоставительная лингвистика";"05.09.2008";
367879;"93079 - Теоретическая, прикладная и сравнительно-сопоставительная лингвистика";"25\90598\1 ЦК очн_Теоретическая, прикладная и сравнительно-сопоставительная лингвистика";"05.09.2008";
367880;"93079 - Теоретическая, прикладная и сравнительно-сопоставительная лингвистика";"25\90598\1 ДОГ очн_Теоретическая, прикладная и сравнительно-сопоставительная лингвистика";"05.09.2008";
367881;"93080 - Медиакоммуникации и журналистика";"25\90599\1 ГБ очн_Медиакоммуникации и журналистика";"05.09.2009";
367882;"93080 - Медиакоммуникации и журналистика";"25\90599\1 ЦК очн_Медиакоммуникации и журналистика";"05.09.2009";
367883;"93080 - Медиакоммуникации и журналистика";"25\90599\1 ДОГ очн_Медиакоммуникации и журналистика";"05.09.2009";
367884;"93105 - Теория и история культуры, искусства";"25\95101\1 ГБ очн_Теория и история культуры, искусства";"05.10.2001";
367885;"93105 - Теория и история культуры, искусства";"25\95101\1 ЦК очн_Теория и история культуры, искусства";"05.10.2001";
367886;"93105 - Теория и история культуры, искусства";"25\95101\1 ДОГ очн_Теория и история культуры, искусства";"05.10.2001";
367887;"93106 - Виды искусства (с указанием конкретного искусства)";"25\95103\1 ГБ очн_Виды искусства (с указанием конкретного искусства)";"05.10.2003";
367888;"93106 - Виды искусства (с указанием конкретного искусства)";"25\95103\1 ЦК очн_Виды искусства (с указанием конкретного искусства)";"05.10.2003";
367889;"93106 - Виды искусства (с указанием конкретного искусства)";"25\95103\1 ДОГ очн_Виды искусства (с указанием конкретного искусства)";"05.10.2003";
367890;"92988 - Теоретическая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"25\85111\1 ГБ очн_Теоретическая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"05.11.2001";
367891;"92988 - Теоретическая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"25\85111\1 ЦК очн_Теоретическая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"05.11.2001";
367892;"92988 - Теоретическая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"25\85111\1 ДОГ очн_Теоретическая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"05.11.2001";
367893;"92989 - Историческая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"25\85112\1 ГБ очн_Историческая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"05.11.2002";
367894;"92989 - Историческая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"25\85112\1 ЦК очн_Историческая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"05.11.2002";
367895;"92989 - Историческая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"25\85112\1 ДОГ очн_Историческая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"05.11.2002";
367896;"92990 - Практическая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"25\85111\1 ГБ очн_Практическая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"05.11.2003";
367897;"92990 - Практическая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"25\85111\1 ЦК очн_Практическая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"05.11.2003";
367898;"92990 - Практическая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"25\85111\1 ДОГ очн_Практическая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"05.11.2003";
367899;"93107 - Междисциплинарные исследования когнитивных процессов";"25\95121\1 ГБ очн_Междисциплинарные исследования когнитивных процессов";"05.12.2001";
367900;"93107 - Междисциплинарные исследования когнитивных процессов";"25\95121\1 ЦК очн_Междисциплинарные исследования когнитивных процессов";"05.12.2001";
367901;"93107 - Междисциплинарные исследования когнитивных процессов";"25\95121\1 ДОГ очн_Междисциплинарные исследования когнитивных процессов";"05.12.2001";
367902;"93108 - Междисциплинарные исследования языка";"25\95123\1 ГБ очн_Междисциплинарные исследования языка";"05.12.2003";
367903;"93108 - Междисциплинарные исследования языка";"25\95123\1 ЦК очн_Междисциплинарные исследования языка";"05.12.2003";
367904;"93108 - Междисциплинарные исследования языка";"25\95123\1 ДОГ очн_Междисциплинарные исследования языка";"05.12.2003";
367905;"92991 - Вещественный, комплексный и функциональный анализ";"25\90111\1 ИН ДОГ очн_Вещественный, комплексный и функциональный анализ";"01.01.2001";
367906;"92992 - Дифференциальные уравнения и математическая физика";"25\90112\1 ИН ДОГ очн_Дифференциальные уравнения и математическая физика";"01.01.2002";
367907;"92993 - Геометрия и топология";"25\90113\1 ИН ДОГ очн_Геометрия и топология";"01.01.2003";
367908;"92994 - Теория вероятностей и математическая статистика";"25\90114\1 ИН ДОГ очн_Теория вероятностей и математическая статистика";"01.01.2004";
367909;"92995 - Математическая логика, алгебра, теория чисел и дискретная математика";"25\90115\1 ИН ДОГ очн_Математическая логика, алгебра, теория чисел и дискретная математика";"01.01.2005";
367910;"92996 - Вычислительная математика";"25\90116\1 ИН ДОГ очн_Вычислительная математика";"01.01.2006";
367911;"92997 - Теоретическая механика, динамика машин";"25\90117\1 ИН ДОГ очн_Теоретическая механика, динамика машин";"01.01.2007";
367912;"92998 - Механика деформируемого твердого тела";"25\90118\1 ИН ДОГ очн_Механика деформируемого твердого тела";"01.01.2008";
367913;"92999 - Механика жидкости, газа и плазмы";"25\90119\1 ИН ДОГ очн_Механика жидкости, газа и плазмы";"01.01.2009";
367914;"93000 - Искусственный интеллект и машинное обучение";"25\90121\1 ИН ДОГ очн_Искусственный интеллект и машинное обучение";"01.02.2001";
367915;"93001 - Математическое моделирование, численные методы и комплексы программ";"25\90122\1 ИН ДОГ очн_Математическое моделирование, численные методы и комплексы программ";"01.02.2002";
367916;"93002 - Теоретическая информатика, кибернетика";"25\90123\1 ИН ДОГ очн_Теоретическая информатика, кибернетика";"01.02.2003";
367917;"93003 - Физика космоса, астрономия";"25\90131\1 ИН ДОГ очн_Физика космоса, астрономия";"01.03.2001";
367918;"93004 - Теоретическая физика";"25\90133\1 ИН ДОГ очн_Теоретическая физика";"01.03.2003";
367919;"93005 - Радиофизика";"25\90134\1 ИН ДОГ очн_Радиофизика";"01.03.2004";
367920;"93006 - Оптика";"25\90136\1 ИН ДОГ очн_Оптика";"01.03.2006";
367921;"93007 - Физика конденсированного состояния";"25\90138\1 ИН ДОГ очн_Физика конденсированного состояния";"01.03.2008";
367922;"93008 - Физика плазмы";"25\90139\1 ИН ДОГ очн_Физика плазмы";"01.03.2009";
367923;"93081 - Физика полупроводников";"25\91311\1 ИН ДОГ очн_Физика полупроводников";"01.03.2011";
367924;"93082 - Физика магнитных явлений";"25\91312\1 ИН ДОГ очн_Физика магнитных явлений";"01.03.2012";
367925;"93083 - Электрофизика, электрофизические установки";"25\91313\1 ИН ДОГ очн_Электрофизика, электрофизические установки";"01.03.2013";
367926;"93084 - Физика атомных ядер и элементарных частиц, физика высоких энергий";"25\91315\1 ИН ДОГ очн_Физика атомных ядер и элементарных частиц, физика высоких энергий";"01.03.2015";
367927;"93085 - Лазерная физика";"25\91319\1 ИН ДОГ очн_Лазерная физика";"01.03.2019";
367928;"93009 - Неорганическая химия";"25\90141\1 ИН ДОГ очн_Неорганическая химия";"01.04.2001";
367929;"93010 - Аналитическая химия";"25\90142\1 ИН ДОГ очн_Аналитическая химия";"01.04.2002";
367930;"93011 - Органическая химия";"25\90143\1 ИН ДОГ очн_Органическая химия";"01.04.2003";
367931;"93012 - Физическая химия";"25\90144\1 ИН ДОГ очн_Физическая химия";"01.04.2004";
367932;"93013 - Высокомолекулярные соединения";"25\90147\1 ИН ДОГ очн_Высокомолекулярные соединения";"01.04.2007";
367933;"93014 - Биохимия";"25\90154\1 ИН ДОГ очн_Биохимия";"01.05.2004";
367934;"93015 - Физиология человека и животных";"25\90155\1 ИН ДОГ очн_Физиология человека и животных";"01.05.2005";
367935;"93016 - Генетика";"25\90157\1 ИН ДОГ очн_Генетика";"01.05.2007";
367936;"93017 - Ботаника";"25\90159\1 ИН ДОГ очн_Ботаника";"01.05.2009";
367937;"93086 - Микробиология";"25\91511\1 ИН ДОГ очн_Микробиология";"01.05.2011";
367938;"93087 - Зоология";"25\91512\1 ИН ДОГ очн_Зоология";"01.05.2012";
367939;"93088 - Энтомология";"25\91514\1 ИН ДОГ очн_Энтомология";"01.05.2014";
367940;"93089 - Экология";"25\91515\1 ИН ДОГ очн_Экология";"01.05.2015";
367941;"93090 - Физиология и биохимия растений";"25\91521\1 ИН ДОГ очн_Физиология и биохимия растений";"01.05.2021";
367942;"93091 - Клеточная биология";"25\91522\1 ИН ДОГ очн_Клеточная биология";"01.05.2022";
367943;"93092 - Биология развития, эмбриология";"25\91523\1 ИН ДОГ очн_Биология развития, эмбриология";"01.05.2023";
367944;"93110 - Минералогия, кристаллография. Геохимия, геохимические методы поисков поле";"25\90164\1 ИН ДОГ очн_Минералогия, кристаллография. Геохимия, геохимические методы поисков полезных ископаемых";"01.06.2004";
367945;"93021 - Геофизика";"25\90169\1 ИН ДОГ очн_Геофизика";"01.06.2009";
367946;"93095 - Науки об атмосфере и климате";"25\91618\1 ИН ДОГ очн_Науки об атмосфере и климате";"01.06.2018";
367947;"93097 - Геоэкология";"25\91621\1 ИН ДОГ очн_Геоэкология";"01.06.2021";
367948;"93022 - Системный анализ, управление и обработка информации, статистика";"25\90231\1 ИН ДОГ очн_Системный анализ, управление и обработка информации, статистика";"02.03.2001";
367949;"93023 - Управление в организационных системах";"25\90234\1 ИН ДОГ очн_Управление в организационных системах";"02.03.2004";
367950;"93024 - Математическое и программное обеспечение вычислительных систем, комплексов и компьютерных сетей";"25\90235\1 ИН ДОГ очн_Математическое и программное обеспечение вычислительных систем, комплексов и компьютерных сетей";"02.03.2005";
367951;"93025 - Компьютерное моделирование и автоматизация проектирования";"25\90237\1 ИН ДОГ очн_Компьютерное моделирование и автоматизация проектирования";"02.03.2007";
367952;"93026 - Информатика и информационные процессы";"25\90238\1 ИН ДОГ очн_Информатика и информационные процессы";"02.03.2008";
367953;"93027 - Управление процессами перевозок";"25\90294\1 ИН ДОГ очн_Управление процессами перевозок";"02.09.2004";
367954;"93032 - Стоматология";"25\90317\1 ИН ДОГ очн_Стоматология";"03.01.2007";
367955;"93037 - Частно-правовые (цивилистические) науки";"25\90513\1 ИН ДОГ очн_Частно-правовые (цивилистические) науки";"05.01.2003";
367956;"93039 - Международно-правовые науки";"25\90515\1 ИН ДОГ очн_Международно-правовые науки";"05.01.2005";
367957;"93040 - Экономическая теория";"25\90521\1 ИН ДОГ очн_Экономическая теория";"05.02.2001";
367958;"93041 - Математические, статистические и инструментальные методы в экономике";"25\90522\1 ИН ДОГ очн_Математические, статистические и инструментальные методы в экономике";"05.02.2002";
367959;"93042 - Региональная и отраслевая экономика";"25\90523\1 ИН ДОГ очн_Региональная и отраслевая экономика";"05.02.2003";
367960;"93043 - Финансы";"25\90524\1 ИН ДОГ очн_Финансы";"05.02.2004";
367961;"93044 - Мировая экономика";"25\90525\1 ИН ДОГ очн_Мировая экономика";"05.02.2005";
367962;"93045 - Менеджмент (на английском языке)";"25\90526\1 ИН ДОГ очн_Менеджмент (на английском языке)";"05.02.2006";
367963;"92987 - Менеджмент (на русском языке)";"25\80526\1 ИН ДОГ очн_Менеджмент (на русском языке)";"05.02.2006";
367964;"93046 - Общая психология, психология личности, история психологии";"25\90531\1 ИН ДОГ очн_Общая психология, психология личности, история психологии";"05.03.2001";
367965;"93047 - Психофизиология";"25\90532\1 ИН ДОГ очн_Психофизиология";"05.03.2002";
367966;"93048 - Психология труда, инженерная психология, когнитивная эргономика";"25\90533\1 ИН ДОГ очн_Психология труда, инженерная психология, когнитивная эргономика";"05.03.2003";
367967;"93049 - Педагогическая психология, психодиагностика цифровых образовательных сред";"25\90534\1 ИН ДОГ очн_Педагогическая психология, психодиагностика цифровых образовательных сред";"05.03.2004";
367968;"93050 - Социальная психология, политическая и экономическая психология";"25\90535\1 ИН ДОГ очн_Социальная психология, политическая и экономическая психология";"05.03.2005";
367969;"93051 - Медицинская психология";"25\90536\1 ИН ДОГ очн_Медицинская психология";"05.03.2006";
367970;"93052 - Возрастная психология";"25\90537\1 ИН ДОГ очн_Возрастная психология";"05.03.2007";
367971;"93053 - Теория, методология и история социологии";"25\90541\1 ИН ДОГ очн_Теория, методология и история социологии";"05.04.2001";
367972;"93054 - Экономическая социология";"25\90542\1 ИН ДОГ очн_Экономическая социология";"05.04.2002";
367973;"93055 - Социальная структура, социальные институты и процессы";"25\90544\1 ИН ДОГ очн_Социальная структура, социальные институты и процессы";"05.04.2004";
367974;"93056 - Политическая социология";"25\90545\1 ИН ДОГ очн_Политическая социология";"05.04.2005";
367975;"93057 - Социология культуры";"25\90546\1 ИН ДОГ очн_Социология культуры";"05.04.2006";
367976;"93058 - Социология управления";"25\90547\1 ИН ДОГ очн_Социология управления";"05.04.2007";
367977;"93059 - История и теория политики";"25\90551\1 ИН ДОГ очн_История и теория политики";"05.05.2001";
367978;"93060 - Политические институты, процессы, технологии";"25\90552\1 ИН ДОГ очн_Политические институты, процессы, технологии";"05.05.2002";
367979;"93061 - Государственное управление и отраслевые политики";"25\90553\1 ИН ДОГ очн_Государственное управление и отраслевые политики";"05.05.2003";
367980;"93062 - Международные отношения, глобальные и региональные исследования";"25\90554\1 ИН ДОГ очн_Международные отношения, глобальные и региональные исследования";"05.05.2004";
367981;"93063 - Отечественная история";"25\90561\1 ИН ДОГ очн_Отечественная история";"05.06.2001";
367982;"93064 - Всеобщая история";"25\90562\1 ИН ДОГ очн_Всеобщая история";"05.06.2002";
367983;"93065 - Археология";"25\90563\1 ИН ДОГ очн_Археология";"05.06.2003";
367984;"93066 - Этнология, антропология и этнография";"25\90564\1 ИН ДОГ очн_Этнология, антропология и этнография";"05.06.2004";
367985;"93067 - Историография, источниковедение, методы исторического исследования";"25\90565\1 ИН ДОГ очн_Историография, источниковедение, методы исторического исследования";"05.06.2005";
367986;"93068 - История науки и техники";"25\90566\1 ИН ДОГ очн_История науки и техники";"05.06.2006";
367987;"93069 - История международных отношений и внешней политики";"25\90567\1 ИН ДОГ очн_История международных отношений и внешней политики";"05.06.2007";
367988;"93070 - История философии";"25\90572\1 ИН ДОГ очн_История философии";"05.07.2002";
367989;"93071 - Социальная и политическая философия";"25\90577\1 ИН ДОГ очн_Социальная и политическая философия";"05.07.2007";
367990;"93072 - Общая педагогика, история педагогики и образования";"25\90581\1 ИН ДОГ очн_Общая педагогика, история педагогики и образования";"05.08.2001";
367991;"93073 - Теория и методика обучения и воспитания";"25\90582\1 ИН ДОГ очн_еория и методика обучения и воспитания";"05.08.2002";
367992;"93074 - Методология и технология профессионального образования";"25\90587\1 ИН ДОГ очн_Методология и технология профессионального образования";"05.08.2007";
367993;"93075 - Русская литература и литературы народов Российской Федерации";"25\90591\1 ИН ДОГ очн_Русская литература и литературы народов Российской Федерации";"05.09.2001";
367994;"93076 - Литературы народов мира";"25\90592\1 ИН ДОГ очн_Литературы народов мира";"05.09.2002";
367995;"93077 - Русский язык. Языки народов России";"25\90595\1 ИН ДОГ очн_Русский язык. Языки народов России";"05.09.2005";
367996;"93078 - Языки народов зарубежных стран";"25\90596\1 ИН ДОГ очн_Языки народов зарубежных стран";"05.09.2006";
367997;"93080 - Медиакоммуникации и журналистика";"25\90599\1 ИН ДОГ очн_Медиакоммуникации и журналистика";"05.09.2009";
367998;"93106 - Виды искусства (с указанием конкретного искусства)";"25\95103\1 ИН ДОГ очн_Виды искусства (с указанием конкретного искусства)";"05.10.2003";
367999;"92988 - Теоретическая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"25\85111\1 ИН ДОГ очн_Теоретическая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"05.11.2001";
368000;"92989 - Историческая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"25\85112\1 ИН ДОГ очн_Историческая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"05.11.2002";
368001;"92990 - Практическая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"25\85111\1 ИН ДОГ очн_Практическая теология (по исследовательскому направлению: православие, ислам, иудаизм, протестантизм, буддизм)";"05.11.2003";
368002;"93107 - Междисциплинарные исследования когнитивных процессов";"25\95121\1 ИН ДОГ очн_Междисциплинарные исследования когнитивных процессов";"05.12.2001";
368003;"93108 - Междисциплинарные исследования языка";"25\95123\1 ИН ДОГ очн_Междисциплинарные исследования языка";"05.12.2003";
369804;"52682 - Почвоведение";"25\91519\1 ГБ очн_Почвоведение";"01.05.2019";
370052;"52682 - Почвоведение";"25\91519\1 ЦК очн_Почвоведение";"01.05.2019";
370058;"52682 - Почвоведение";"25\91519\1 ДОГ очн_Почвоведение";"01.05.2019";
370069;"52682 - Почвоведение";"25\91519\1 ИН ДОГ очн_Почвоведение";"01.05.2019";
370671;"52608 - Deutsch als Fremdsprache im Kulturdialog / Немецкий язык как иностранный и межкультурный диалог (с дополнительной квалификацией «Педагог дополнительного образования»)";"25\6026\1 ГБ очн_Deutsch als Fremdsprache im Kulturdialog / Немецкий язык как иностранный и межкультурный диалог (с дополнительной квалификацией «Педа";"7.45.04.02";"филфак"
370672;"52608 - Deutsch als Fremdsprache im Kulturdialog / Немецкий язык как иностранный и межкультурный диалог (с дополнительной квалификацией «Педагог дополнительного образования»)";"25\6026\1 ИН ДОГ очн_Deutsch als Fremdsprache im Kulturdialog / Немецкий язык как иностранный и межкультурный диалог (с дополнительной квалификацией «";"7.45.04.02";"филфак"
370673;"52608 - Deutsch als Fremdsprache im Kulturdialog / Немецкий язык как иностранный и межкультурный диалог (с дополнительной квалификацией «Педагог дополнительного образования»)";"25\6026\1 ДОГ очн_Deutsch als Fremdsprache im Kulturdialog / Немецкий язык как иностранный и межкультурный диалог (с дополнительной квалификацией «Пед";"7.45.04.02";"филфак"
370729;"52581 - Лингвистика англоязычного общественно-политического дискурса (с дополнительными квалификациями «Педагог дополнительного образования» / «Переводчик в сфере профессиональной коммуникации»)";"25\5948\1 ГБ очн_Лингвистика англоязычного общественно-политического дискурса (с дополнительными квалификациями «Педагог дополнительного образования» ";"7.45.04.02";"филфак"
370730;"52599 - Иностранные языки и перевод в медиа (с дополнительными квалификациями «Педагог дополнительного образования» / «Переводчик в сфере профессиональной и межкультурной коммуникации» / «Учитель иностранного языка»)";"25\6010\1 ДОГ очн_Иностранные языки и перевод в медиа (с дополнительными квалификациями «Педагог дополнительного образования» / «Переводчик в сфере пр";"7.45.04.02";"филфак"
370731;"52589 - Лингвистические проблемы скандинавистики и нидерландистики (с дополнительными квалификациями «Педагог дополнительного образования» / «Переводчик в сфере профессиональной коммуникации»)";"25\6000\1 ГБ очн_Лингвистические проблемы скандинавистики и нидерландистики (с дополнительными квалификациями «Педагог дополнительного образования» / ";"7.45.04.02";"филфак"
370732;"52603 - Иностранные языки в практике обучения и коммуникации (с дополнительными квалификациями «Педагог дополнительного образования» / «Переводчик в сфере профессиональной и межкультурной коммуникации» / «Учитель иностранного языка»)";"25\6014\1 ДОГ оз_Иностранные языки в практике обучения и коммуникации (с дополнительными квалификациями «Педагог дополнительного образования» / «Перев";"7.45.04.02";"филфак"
370733;"52648 - История и теория наций и проблемы национализма (с дополнительными квалификациями «Учитель истории и обществознания» / «Педагог дополнительного образования»)";"25\6068\1 ДОГ очн_История и теория наций и проблемы национализма (с дополнительными квалификациями «Учитель истории и обществознания» / «Педагог допол";"7.46.04.01";"истфак"
370734;"52630 - Информационное право и защита данных (с дополнительной квалификацией «Специалист по управлению интеллектуальной собственностью и трансферу технологий»)";"25\6049\1 ИН ДОГ очн_Информационное право и защита данных (с дополнительной квалификацией «Специалист по управлению интеллектуальной собственностью и ";"5.40.04.01";"юрфак"
370735;"52599 - Иностранные языки и перевод в медиа (с дополнительными квалификациями «Педагог дополнительного образования» / «Переводчик в сфере профессиональной и межкультурной коммуникации» / «Учитель иностранного языка»)";"25\6010\1 ИН ДОГ очн_Иностранные языки и перевод в медиа (с дополнительными квалификациями «Педагог дополнительного образования» / «Переводчик в сфере";"7.45.04.02";"филфак"
